,Name,Area,City,Cuisine,Price for 2,Walk in Offer,Rating,Average distance from City-Center,Type of Dining
2012,Asur - Microbrewery, Moti Nagar, New Delhi,"Bar Food, Salad, Asian, Italian, North Indian, Burger",1800.0,10.0,4.4,7.0,Thematic Dining
2013,The Societe, Sector 50, Gurgaon,"North Indian, Biryani, Chinese, Italian, Shake, Beverages",2750.0,30.0,4.0,28.1,Regional Dining
2014,Flos Music Bar, Model Town 3, New Delhi,"Continental, Asian, Italian, American, North Indian",2000.0,20.0,4.0,9.4,Thematic Dining
2015,Gastronomica Kitchen & Bar," M Block Market, Greater Kailash 1 (GK1)", New Delhi,"Oriental, North Indian, Continental, European, Chinese, Salad, Beverages, Desserts",2000.0,25.0,4.3,8.7,Specialty Dining
2016,Green Mantis - Authentic Pan Asian, Khan Market, New Delhi,"Asian, Chinese, Sushi, Desserts, Beverages",3200.0,10.0,4.6,3.3,Thematic Dining
2017,Ten Twenty Two - 1022, DDA Market, New Delhi,"North Indian, Asian, European, Japanese, Beverages, Mughlai, Desserts, Drinks Only",1600.0,15.0,4.3,9.4,Regional Dining
2018,Zura, Safdarjung, New Delhi,"Continental, Italian, Chinese, Salad, Sushi, Desserts",1800.0,10.0,4.5,7.5,Thematic Dining
2019,Sarvasya, Hajipur, Noida,"South Indian, Coffee, North Indian, Desserts",1200.0,15.0,4.2,18.0,Regional Dining
2020,Gonzo - Pan Asian Kitchen," Basant Lok Market, Vasant Vihar", New Delhi,"Asian, Chinese, Japanese, Thai, Beverages, Coffee",1400.0,25.0,4.5,8.8,Thematic Dining
2021,The Turkey Project - Pizzeria And Sangria Bar, Defence Colony, New Delhi,"Cafe, Pizza, Italian, American, Beverages, Desserts",1700.0,10.0,4.6,6.9,Casual Dining
2022,Ivoryy, Malviya Nagar, New Delhi,"European, Mediterranean, Asian, Continental, Beverages, Desserts, Kebab",3500.0,10.0,4.1,9.6,Fine Dining
2023,Unwind Cafe," Ansal Plaza Mall, Khel Gaon Marg", New Delhi,"European, Asian, North Indian, Middle Eastern, Italian, Pizza, Pasta, Beverages",1800.0,15.0,4.2,7.2,Fine Dining
2024,Plum Coffee and Cocktails, Connaught Place, New Delhi,"Continental, North Indian, Italian, Asian",2000.0,20.0,4.2,1.0,Thematic Dining
2025,FIO Cookhouse and Bar," Epicuria Food Mall, Nehru Place", New Delhi,"European, Modern Indian, Italian, Pizza, North Indian, Seafood, Desserts, Beverages",3400.0,20.0,4.4,9.2,Fine Dining
2026,Somewhere Restaurant & Bar," Middle Circle, Connaught Place", New Delhi,"North Indian, Asian, European, Continental, Lebanese, Turkish, Mediterranean, Kebab",2000.0,20.0,4.2,1.4,Regional Dining
2027,The Barbeque Company, Rajouri Garden, New Delhi,"BBQ, North Indian, Fast Food, Beverages",1700.0,10.0,4.2,8.5,Specialty Dining
2028,Clue, North West Avenue, New Delhi,"North Indian, Oriental, Biryani, Chinese, Pizza, Pasta, Shake, Beverages",1800.0,30.0,4.0,9.5,Regional Dining
2029,Melt House," M Block Market, Greater Kailash 2 (GK2)", New Delhi,"Cafe, Continental, Sandwich, Italian, Desserts, Coffee, Beverages, Bar Food",1200.0,10.0,4.3,10.8,Casual Dining
2030,Openhouse Cafe, Connaught Place, New Delhi,"Continental, Chinese, North Indian, Mughlai, Pizza, Beverages, Desserts, Bar Food",2000.0,15.0,4.2,1.4,Thematic Dining
2031,Moti Mahal Delux- Legendary Culinary,  South Extension 2 Market, New Delhi,"North Indian, Mughlai, Chinese, Desserts, Beverages",1800.0,15.0,4.2,6.4,Regional Dining
2033,Miss Doozy, Greater Kailash 3 (GK3), New Delhi,"North Indian, Biryani, Italian, Bar Food, Chinese, Shake, Beverages",1000.0,15.0,4.6,9.8,Regional Dining
2034,Connaught Club House, Janpath, New Delhi,"North Indian, Mughlai, Italian, Continental, Asian, Fast Food, Desserts",3000.0,20.0,4.3,1.0,Regional Dining
2035,Themis Barbeque House," Ambience Mall, DLF Phase 3", Gurgaon,"North Indian, Italian, Mughlai, Salad, Desserts, Beverages, BBQ, Asian",1800.0,10.0,4.1,17.4,Regional Dining
2036,Castle's Barbeque, Sector 51, Gurgaon,"BBQ, North Indian, Chinese, Salad, Italian, Desserts",1800.0,15.0,4.1,25.4,Specialty Dining
2037,Kalsang Restaurant, Majnu ka Tila , New Delhi,"Chinese, Asian, Korean, Momos, Thai, Tibetan, Sichuan, Seafood",1000.0,10.0,3.2,8.6,Thematic Dining
2038,Ankara, Greater Kailash 3 (GK3), New Delhi,"Turkish, North Indian, Middle Eastern, Mediterranean, Pizza, Biryani, Kebab, Desserts",1700.0,25.0,3.9,10.2,Other
2039,Rizq, Defence Colony, New Delhi,"European, Italian, Continental, Pasta, Pizza, Middle Eastern, Desserts, Beverages",2700.0,10.0,4.2,6.2,Fine Dining
2040,Ministry Of Beer, Connaught Place, New Delhi,"North Indian, Italian, Asian, Continental, Chinese, Beverages",2800.0,15.0,4.3,1.5,Regional Dining
2041,Saucy Cocktail Garden, Rajouri Garden, New Delhi,"Asian, Continental, Chinese, North Indian, Pizza",2000.0,25.0,4.1,9.3,Thematic Dining
2042,Flow Brew & Dine," DLF Avenue, Saket", New Delhi,"European, Asian, Japanese, Italian, Modern Indian, North Indian, Pizza",3000.0,10.0,4.5,10.8,Fine Dining
2043,Kori's, Safdarjung, New Delhi,"Korean, Asian, Cafe, Japanese, Seafood, Beverages, Coffee, Desserts",1100.0,10.0,4.1,7.3,Specialty Dining
2088,Uncultured Cafe And Bar, Kailash Colony Market, New Delhi,"Continental, Chinese, Italian, Finger Food, Fast Food, North Indian, Desserts, Beverages",2500.0,10.0,4.3,8.7,Thematic Dining
2089,Open Tap 29," Main Market, Sector 29", Gurgaon,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages",2500.0,10.0,4.4,22.6,Thematic Dining
2090,AIR - An Ivory Region," Club Road, Punjabi Bagh", New Delhi,"Chinese, Salad, Momos, North Indian, Pizza, Beverages",1900.0,20.0,4.0,9.5,Thematic Dining
2091,The Dom, North West Avenue, New Delhi,"North Indian, Continental, Lebanese, Fast Food, Chinese, Beverages",1500.0,25.0,4.2,9.4,Regional Dining
2092,38 Barracks, Connaught Place, New Delhi,"North Indian, Biryani, Chinese, Kebab, Desserts, Beverages",1100.0,20.0,4.4,1.5,Regional Dining
2093,Litchi Bistro, Malviya Nagar, New Delhi,"Sandwich, European, Italian, Pizza, Pasta, Modern Indian",1600.0,15.0,4.3,9.6,Casual Dining
2094,Local," Gardens Galleria Mall, Sector 38", Noida,"North Indian, Oriental, Bar Food, Kebab",2500.0,15.0,4.3,13.0,Regional Dining
2095,The Chocolate Room, Vishal Enclave, New Delhi,"Cafe, Coffee, Mexican, Italian, Fast Food, Salad, Desserts, Beverages",1200.0,15.0,3.8,9.6,Casual Dining
2096,Viva - All Day Dining - Holiday Inn," Holiday Inn, Aerocity", New Delhi,"North Indian, Asian, Chinese, Sandwich, Salad, Rolls, Italian, Beverages",3500.0,25.0,4.3,12.0,Regional Dining
2097,The Sky High," Ansal Plaza Mall, Khel Gaon Marg", New Delhi,"North Indian, Chinese, Mughlai, Continental, Italian, Biryani, Beverages",2000.0,20.0,4.1,7.2,Regional Dining
2098,Cedar Club House, Janpath, New Delhi,"Modern Indian, Mediterranean, Continental, Mexican, Turkish, Asian, Desserts, Bar Food",1800.0,10.0,4.1,1.0,Fine Dining
2099,Thalairaj Biryani, Kailash Colony, New Delhi,"Andhra, Biryani, Hyderabadi, South Indian, Indian, Kebabs, Snacks, Beverages",600.0,10.0,4.3,8.5,Regional Dining
2100,Azula Asian Kitchen," Community Centre, New Friends Colony", New Delhi,"Asian, Japanese, Sushi, Oriental, Chinese, Seafood, Salad, Coffee",1800.0,15.0,4.4,9.1,Thematic Dining
2101,Chido, Connaught Place, New Delhi,"North Indian, Asian, Lebanese, Italian, European, Chinese, Beverages",2000.0,20.0,4.3,1.4,Regional Dining
2102,The Red Door, Rajouri Garden, New Delhi,"Asian, Chinese, Sushi, Japanese, Thai, Desserts, Vietnamese, Korean",2000.0,10.0,4.0,9.1,Thematic Dining
2103,House Of Wok Prive, Punjabi Bagh, New Delhi,"Asian, Chinese, Sushi",1800.0,10.0,4.3,9.0,Thematic Dining
2104,Maruchi, Lado Sarai, New Delhi,"Chinese, Asian, Pizza, Sushi, Japanese, Seafood, Pasta, Desserts",3000.0,10.0,4.5,10.8,Thematic Dining
2105,The Salt Cafe, Hajipur, Noida,"Continental, Chinese, North Indian, Modern Indian, Lebanese, Japanese, Mediterranean, Italian",2200.0,10.0,4.4,18.0,Thematic Dining
2106,Downtown - Sector 29," Main Market, Sector 29", Gurgaon,"Asian, North Indian, Kebab, Rolls, Oriental, Italian, Mughlai, Pizza",2800.0,15.0,4.8,22.6,Thematic Dining
2107,The Sunday House, Punjabi Bagh, New Delhi,"Asian, Mediterranean, North Indian, Pizza, Pasta, Sushi",1400.0,15.0,4.3,9.3,Thematic Dining
2108,Farmer's Basket At Pluck - Pullman New Delhi Aerocity," Pullman New Delhi, Aerocity", New Delhi,"North Indian, European, Continental, Mediterranean, Asian",4500.0,25.0,4.5,11.6,Regional Dining
2109,Cabo Deli, Sainik Farms, New Delhi,"North Indian, Continental, European, Fast Food, Salad, Pizza, Pasta, Desserts",2300.0,10.0,4.1,12.7,Regional Dining
2110,VietNom," Cyber Hub, DLF Cyber City", Gurgaon,"Vietnamese, Asian, Healthy Food, Desserts, Beverages",2000.0,15.0,4.7,18.7,Specialty Dining
2112,Havemore," MGF Metropolitan Mall, Saket", New Delhi,"North Indian, Mughlai, Biryani, Beverages",3000.0,15.0,4.7,10.7,Regional Dining
2113,Pincode By Kunal Kapur," Select Citywalk Mall, Saket", New Delhi,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages",1600.0,10.0,4.2,10.9,Regional Dining
2114,NAO - Next Asian Outing," M Block Market, Greater Kailash 2 (GK2)", New Delhi,"Korean, Asian, Chinese, Sushi, Desserts, Beverages",1700.0,10.0,4.5,10.7,Specialty Dining
2115,Indian Grill Room, Sector 56, Gurgaon,"Mughlai, North Indian, Kebab, Desserts, Beverages",2200.0,15.0,4.5,25.0,Regional Dining
2116,Dolche by Duty Free, Gujranwala Town, New Delhi,"Continental, North Indian, Mediterranean, European, Italian, Bar Food, Desserts, Beverages",1200.0,20.0,4.3,8.1,Thematic Dining
2118,Sultan- Radisson Blu Kaushambi," Radisson Blu Hotel, Kaushambi", Ghaziabad,"North Indian, Chinese, Continental, Italian, Oriental, Beverages",3500.0,25.0,4.5,11.6,Regional Dining
2119,145 Cafe And Bar, DLF Cyber City, Gurgaon,"North Indian, Kebab, Seafood, Continental, Italian, Desserts, Beverages, Bar Food",1500.0,10.0,4.4,18.8,Regional Dining
2120,American Brew - All day American Breakfast & Cafe, Defence Colony, New Delhi,"Cafe, Coffee, Beverages, Healthy Food, Italian, Continental, Pancake, Desserts",1200.0,25.0,4.4,6.2,Casual Dining
2121,Home," Ambience Mall, Vasant Kunj", New Delhi,"Modern Indian, European, Japanese, Desserts",4500.0,10.0,4.5,10.9,Fine Dining
2122,Clock Tower, Golf Course Road, Gurgaon,"Bar Food, North Indian, Asian, Pizza, Pasta, Continental, Beverages",3000.0,15.0,4.6,22.5,Thematic Dining
2123,Kiona Patio & Bar, Hauz Khas, New Delhi,"European, Asian",1500.0,15.0,4.4,9.2,Fine Dining
2124,The BBQ Industry, Jail Road, New Delhi,"BBQ, North Indian, Beverages",1600.0,10.0,4.4,10.6,Specialty Dining
2125,Nowhere Terrace Brewpub Cafe," Cross Point Mall, DLF Phase 4", Gurgaon,"North Indian, Asian, Continental, Sushi, Fast Food, Italian, Sandwich",2000.0,15.0,4.3,21.4,Regional Dining
2126,Seasonal Tastes - The Westin Gurgaon," The Westin Gurgaon, Sector 29", Gurgaon,"North Indian, Asian, Sichuan, Kebab, Desserts",5000.0,25.0,4.2,21.4,Regional Dining
2127,"Bobachee - Global Kitchen, Bar & Terrace Cafe", South Extension 2, New Delhi,"Desserts, Bar Food, Continental, North Indian",2500.0,20.0,4.3,6.4,Other
2212,Chica Loca By Sunny Leone, Sector 132, Noida,"Middle Eastern, North Indian, Seafood",2500.0,15.0,4.1,21.6,Fine Dining
2214,Quarter Plate By Chef Kunal Kapur, Skymark One, Noida,"North Indian, Continental, Mughlai, Seafood, Bar Food, Desserts, Beverages",2400.0,10.0,4.3,17.9,Regional Dining
2215,Drama, Connaught Place, New Delhi,"Modern Indian, Asian, Italian, Continental",1500.0,20.0,4.3,1.2,Fine Dining
2218,64/6 -  Country Inn & Suites By Radisson," Country Inn & Suites by Carlson, Sahibabad", Ghaziabad,"North Indian, Chinese, Thai, Continental",3500.0,20.0,4.6,13.4,Regional Dining
2219,Laidback Cafe," Cyber Hub, DLF Cyber City", Gurgaon,"Asian, Oriental, Continental, Italian, Middle Eastern, North Indian, Desserts, Beverages",1900.0,15.0,4.6,19.1,Thematic Dining
2220,Cafe Hawkers, Connaught Place, New Delhi,"North Indian, Chinese, Mexican, Fast Food, Desserts, Beverages",1600.0,15.0,4.2,1.5,Regional Dining
2221,MardiGras By Uncover," Sector 9, Dwarka", New Delhi,"North Indian, European, Italian, Turkish",2000.0,10.0,4.3,15.1,Regional Dining
2222,Ministry Of Daru, Sector 63, Noida,"Finger Food, Chinese, Continental, Italian, Mughlai, North Indian",1800.0,20.0,4.3,16.1,Thematic Dining
2224,Deja Brew," M Block Market, Greater Kailash 2 (GK2)", New Delhi,"Pizza, Pasta, Burger, Wraps, Beverages, Asian, Continental",3400.0,15.0,4.6,10.7,Casual Dining
2225,House Of Boho," Ansal Plaza Mall, Khel Gaon Marg", New Delhi,"Mediterranean, Asian, Sushi, Italian, Pizza, Pasta, North Indian",3200.0,10.0,4.3,7.1,Fine Dining
2226,Blanca, Chhatarpur, New Delhi,"Italian, European, Desserts, Continental",1800.0,10.0,4.3,13.9,Fine Dining
2228,Dearie," Gardens Galleria Mall, Sector 38", Noida,"North Indian, Chinese, Pizza, Italian, Asian, Biryani, Sushi, Beverages",1800.0,20.0,4.4,12.8,Regional Dining
2229,ILLUZION Luxe Club," Gardens Galleria Mall, Sector 38", Noida,"North Indian, Chinese, Italian, Mughlai, Pasta, Pizza, Biryani, Desserts",1200.0,25.0,4.0,12.8,Regional Dining
2230,Sufiaana  By Cherish, Ashok Vihar Phase 2, New Delhi,"North Indian, Mediterranean, Asian, European, Chinese",2000.0,10.0,4.3,8.7,Regional Dining
2231,Brewocrat - Brewery Skybar & Kitchen," Elements One Mall, Sector 49", Gurgaon,"Continental, Sushi, North Indian, Mediterranean, Asian, Pizza, American, Burger",2500.0,20.0,4.5,27.7,Thematic Dining
2232,Ping's Bia Hoi, DLF Horizon Center, Gurgaon,"Chinese, Japanese, Korean, Ice Cream",1700.0,15.0,4.4,22.3,Thematic Dining
2233,The Beer Garden, Sector 63, Noida,"North Indian, Biryani, Fast Food, Pizza, Pasta, Salad, Chinese, Desserts",1800.0,20.0,4.2,16.1,Regional Dining
2234,The Dine Room, North West Avenue, New Delhi,"North Indian, Mughlai, Thai, Chinese, Continental, Fast Food, Beverages, Desserts",3500.0,40.0,3.9,9.6,Regional Dining
2236,Mala - Akbari," 32nd Avenue, Milestone", Gurgaon,"North Indian, South Indian, Seafood, Desserts, Beverages",1900.0,15.0,4.5,24.1,Regional Dining
2237,The Walk, Raj Nagar, Ghaziabad,"North Indian, Chinese, Pasta, Pizza, Momos, Sandwich, Fast Food, Beverages",950.0,10.0,4.3,23.4,Regional Dining
2238,Staple Bar And Bistro," M Block Market, Greater Kailash 2 (GK2)", New Delhi,"North Indian, Biryani, Desserts, Cafe, Coffee, Modern Indian",1500.0,15.0,4.4,10.9,Regional Dining
2239,Nomad Experience," M Block Market, Greater Kailash 2 (GK2)", New Delhi,"Pizza, Italian, Cafe, Pasta, Burger, Mexican, Beverages",1500.0,15.0,4.5,10.7,Casual Dining
2240,Open Tap Golf Course Road," South Point Mall, Golf Course Road", Gurgaon,"Finger Food, North Indian, Biryani, Continental, Chinese, Desserts, Beverages, Rolls",2500.0,10.0,4.6,22.6,Thematic Dining
2241,Food Exchange - Novotel New Delhi Aerocity," Novotel New Delhi, Aerocity", New Delhi,"Asian, European, Mediterranean, North Indian",3500.0,25.0,4.1,11.7,Thematic Dining
2243,Made In Punjab," DLF Mall of India, Sector 18", Noida,"North Indian, Mughlai",2500.0,10.0,4.3,12.7,Regional Dining
2244,Roesia, AIPL Joy Street, Gurgaon,"North Indian, Oriental, Italian, Desserts",2200.0,20.0,4.5,29.8,Regional Dining
2245,Spectra - The Leela Ambience," The Leela Ambience, DLF Phase 3", Gurgaon,"North Indian, Continental, Oriental, Japanese, Desserts, Beverages, Italian",6000.0,25.0,4.3,17.5,Regional Dining
2246,Swan, Mehrauli, New Delhi,"Italian, Pasta, Continental, Pizza, Asian, Japanese, Desserts",2500.0,10.0,4.2,11.3,Fine Dining
2247,Fiaba, Sector 72, Noida,"Cafe, Italian, Bakery, Pizza, Continental, North Indian, Coffee, Desserts",1200.0,10.0,4.0,19.3,Casual Dining
2248,Living Room By Kalsang, Majnu ka Tila, New Delhi,"Cafe, Korean, Tibetan, Thai, Seafood, Momos, Lebanese, Chinese",1000.0,10.0,4.3,8.8,Casual Dining
2249,Garden Lovers Botanical Boutique & Cafe, MG Road, Gurgaon,"Cafe, Coffee, Desserts, Continental",850.0,10.0,4.0,21.2,Casual Dining
2251,Tahia, Hajipur, Noida,"Turkish, North Indian, Italian, Chinese, Greek, Modern Indian, European, Asian",2100.0,10.0,4.2,18.1,Other
2252,RYU Rooftop Bar," 32nd Avenue, Milestone", Gurgaon,"North Indian, Asian, Italian, Sushi, Pasta, Pizza, Chinese, Bar Food",2000.0,15.0,4.2,24.0,Regional Dining
2253,Amaltas - Indian Tapas & Bar," M Block Market, Greater Kailash 2 (GK2)", New Delhi,"North Indian, Modern Indian, Beverages",1500.0,15.0,4.8,10.7,Regional Dining
2380,Anardana, M3M International Financial Center, Gurgaon,"North Indian, Mughlai, Chinese, Italian, Momos, Biryani, Desserts, Beverages",2400.0,10.0,4.5,28.7,Regional Dining
2381,Bizou-Bizou, Aerocity, New Delhi,"European, Asian",2400.0,15.0,4.2,11.9,Fine Dining
2382,Evergreen Restaurant & Sweet House," Sector 10, Dwarka", New Delhi,"North Indian, Chinese, South Indian, Fast Food, Street Food, Mithai, Ice Cream, Beverages",400.0,10.0,4.4,15.9,Regional Dining
2383,Juu Juu, Sector 59, Gurgaon,"European, Mediterranean, Turkish, Continental, Bar Food",3000.0,15.0,4.3,25.8,Fine Dining
2384,TEO - Lounge & Bar, North West Avenue, New Delhi,"North Indian, Chinese, Italian, Mughlai, Beverages, Sichuan, Bar Food, Ice Cream",3000.0,40.0,4.2,9.6,Regional Dining
2386,Bellagio, Ireo Grand View High Street , Gurgaon,"European, Italian, Arabian, Mughlai, Modern Indian, Salad, Desserts",3000.0,10.0,4.3,25.6,Fine Dining
2387,Capital Diner, Connaught Place, New Delhi,"North Indian, Chinese, Burger, Pizza, Sandwich, Rolls, Bakery, Desserts",600.0,10.0,4.4,2.0,Regional Dining
2388,Silbuttah - The Indian Story by Berco's, Vishal Enclave, New Delhi,"North Indian, Mughlai, Kebab",1300.0,20.0,4.8,9.3,Regional Dining
2389,Float By Duty Free, Spectrum Metro Mall, Noida,"North Indian, Oriental, Chinese, Italian, Continental",3000.0,20.0,4.2,17.5,Regional Dining
2390,Padmanabham, Rajendra Place, New Delhi,"South Indian, Andhra, Chettinad, Kerala, Desserts, North Indian, Fast Food, Chinese",800.0,10.0,4.4,3.7,Regional Dining
2391,Limitless," Vasant Square Mall, Vasant Kunj", New Delhi,"Modern Indian, Italian, Continental, Chinese, Arabian",2500.0,20.0,4.3,12.4,Fine Dining
2392,Rooftop - The View," Radisson Blu Hotel, Kaushambi", Ghaziabad,"North Indian, Chinese, Continental, Italian, Asian, South American, Beverages",3500.0,25.0,4.3,11.4,Regional Dining
2393,Gola Sizzlers - Naresh Gola Group, Pacific Mall - NSP, New Delhi,"North Indian, Chinese, Salad, Pasta, Pizza, Desserts, Shake, Beverages",2500.0,15.0,4.2,9.4,Regional Dining
2394,The Imperial Spice, Connaught Place, New Delhi,"North Indian, Continental, Mughlai, Italian, Kebab, Biryani, Beverages, Desserts",3000.0,15.0,4.4,1.5,Regional Dining
2395,Burosu Asia Soul Kitchen," 32nd Avenue, Milestone", Gurgaon,"Asian, Seafood, Sushi, Japanese, Thai, Chinese, Beverages, Korean",1900.0,15.0,4.2,24.0,Thematic Dining
2396,Cafe By Soul, M3M 65th Avenue, Gurgaon,"Cafe, Fast Food, Pizza, Pasta, Burger, Desserts, Beverages",1200.0,15.0,4.3,28.3,Casual Dining
2397,The Terrace," Supertech Shopprix Mall, Vaishali", Ghaziabad,"North Indian, Mughlai, Chinese, Continental, Italian, Bar Food, Desserts, Beverages",2600.0,15.0,4.2,12.9,Regional Dining
2399,United Coffee House Rewind, Pacific Mall, Faridabad,"North Indian, Continental, Asian, Salad, Italian, Seafood, Desserts, Beverages",2300.0,25.0,4.3,28.0,Regional Dining
2400,Big Pitcher, Sector 29, Gurgaon,"North Indian, Asian, Continental, Chinese, Oriental, Mediterranean, Fast Food, Biryani",3000.0,15.0,4.3,23.0,Regional Dining
2401,"Unlocked - Bar, Kitchen, Escape Room"," 32nd Avenue, Milestone", Gurgaon,"Continental, Chinese, North Indian",2200.0,15.0,4.1,24.0,Thematic Dining
2402,Veu by Duty Free, Raj Nagar, Ghaziabad,"Continental, North Indian, Lebanese, Chinese, Italian",1500.0,15.0,4.1,23.0,Thematic Dining
2403,Pllatos, Vasant Kunj, New Delhi,"Chinese, Continental, Thai, Sushi, North Indian, Italian, Greek, Pizza",1900.0,20.0,4.2,11.6,Thematic Dining
2404,London Street Cafe - Drinks at MRP," Aditya Mega Mall, Karkardooma", New Delhi,"North Indian, Chinese, Italian, Salad, Bar Food, Continental, Desserts, Beverages",1000.0,10.0,4.2,9.5,Regional Dining
2405,Coba," Vasant Square Mall, Vasant Kunj", New Delhi,"Peruvian, Thai, Japanese, Chinese, Mexican, Mediterranean, Italian, Bar Food",2500.0,10.0,4.2,12.3,Other
